timestamp,device_id,appliance,room,voltage_V,current_A,power_W,energy_kWh_interval,cumulative_energy_kWh,tariff_Rp_per_kWh,cost_Rp_interval,hour,weekday,is_weekend,season,is_on,anomaly_flag,pred_next_kwh,rolling_24h_kwh_device
2025-07-20 05:00:00,SEMB-0095,Charger,Anywhere,219.53,0.003,0.58,0.000292,0.538499,1500,0.44,5,6,1,3,0,0,0.000338,0.538499
2025-07-20 05:30:00,SEMB-0055,Charger,Anywhere,218.8,0.023,5.05,0.002527,0.097057,1500,3.79,5,6,1,3,1,0,0.002397,0.097056
2025-07-20 06:00:00,SEMB-0009,Microwave,Kitchen,219.36,0.003,0.71,0.000356,1.169728,1352,0.48,6,6,1,3,0,0,0.000337,1.169728
2025-07-20 06:30:00,SEMB-0070,Refrigerator,Kitchen,218.47,0.78,170.48,0.085241,0.092281,1352,115.25,6,6,1,3,1,0,0.094709,0.092281
2025-07-20 07:00:00,SEMB-0014,TV,Living Room,220.63,0.485,106.98,0.053488,0.138065,1352,72.32,7,6,1,3,1,0,0.056264,0.138066
2025-07-20 07:30:00,SEMB-0047,Water Heater,Bathroom,223.13,0.002,0.51,0.000257,0.252491,1352,0.35,7,6,1,3,0,0,0.000281,0.25249299999999997
2025-07-20 08:00:00,SEMB-0021,Charger,Anywhere,221.76,0.003,0.57,0.000286,0.380089,1702,0.49,8,6,1,3,0,0,0.000335,0.380088
2025-07-20 08:30:00,SEMB-0065,Water Heater,Bathroom,216.55,0.002,0.37,0.000184,0.54517,1500,0.28,8,6,1,3,0,0,0.000182,0.5451710000000001
2025-07-20 09:00:00,SEMB-0002,Refrigerator,Kitchen,221.06,0.0,0.1,5.2e-05,0.420244,1500,0.08,9,6,1,3,0,0,5e-05,0.420244
2025-07-20 09:30:00,SEMB-0074,Microwave,Kitchen,220.27,0.003,0.56,0.000279,0.95262,1352,0.38,9,6,1,3,0,0,0.000257,0.95262
2025-07-20 10:00:00,SEMB-0011,PC,Study,221.19,0.903,199.75,0.099877,1.02811,1500,149.82,10,6,1,3,1,0,0.119444,1.028112
2025-07-20 10:30:00,SEMB-0099,Washing Machine,Laundry,221.02,0.002,0.5,0.000251,0.385371,1352,0.34,10,6,1,3,0,0,0.000299,0.38537
2025-07-20 11:00:00,SEMB-0060,LED Lamp,Bedroom,218.11,0.004,0.93,0.000467,1.53419,1352,0.63,11,6,1,3,0,0,0.000474,1.53419
2025-07-20 11:30:00,SEMB-0071,Microwave,Kitchen,223.2,0.002,0.36,0.000178,0.39605,1500,0.27,11,6,1,3,0,0,0.000187,0.39605
2025-07-20 12:00:00,SEMB-0011,Water Heater,Bathroom,221.03,0.003,0.65,0.000326,1.028437,1702,0.56,12,6,1,3,0,0,0.00031,1.028438
2025-07-20 12:30:00,SEMB-0051,Washing Machine,Laundry,215.74,0.002,0.45,0.000224,2.132286,1500,0.34,12,6,1,3,0,0,0.00023,2.132288
2025-07-20 13:00:00,SEMB-0076,Washing Machine,Laundry,220.61,0.002,0.48,0.00024,0.332772,1702,0.41,13,6,1,3,0,0,0.000272,0.332771
2025-07-20 13:30:00,SEMB-0075,Washing Machine,Laundry,220.34,2.456,541.18,0.270588,0.646523,1500,405.88,13,6,1,3,1,0,0.297247,0.646523
2025-07-20 14:00:00,SEMB-0002,Refrigerator,Kitchen,219.32,0.643,141.01,0.070504,0.490747,1702,120.0,14,6,1,3,1,0,0.067585,0.49074799999999996
2025-07-20 14:30:00,SEMB-0017,Refrigerator,Kitchen,222.29,0.644,143.18,0.07159,0.075359,1702,121.85,14,6,1,3,1,0,0.076488,0.07536
2025-07-20 15:00:00,SEMB-0019,LED Lamp,Bedroom,221.24,0.046,10.22,0.005112,0.809925,1352,6.91,15,6,1,3,1,0,0.004825,0.809924
2025-07-20 15:30:00,SEMB-0049,Refrigerator,Kitchen,218.82,0.725,158.54,0.079272,1.515052,1702,134.92,15,6,1,3,1,0,0.086669,1.515052
2025-07-20 16:00:00,SEMB-0091,Refrigerator,Kitchen,219.29,0.004,0.98,0.000489,0.631558,1702,0.83,16,6,1,3,0,0,0.000456,0.631559
2025-07-20 16:30:00,SEMB-0023,Refrigerator,Kitchen,221.45,0.722,159.79,0.079896,1.846812,1702,135.98,16,6,1,3,1,0,0.082744,1.846813
2025-07-20 17:00:00,SEMB-0049,TV,Living Room,222.19,0.001,0.13,6.7e-05,1.515119,1702,0.11,17,6,1,3,0,0,6.7e-05,1.515119
2025-07-20 17:30:00,SEMB-0022,TV,Living Room,222.4,0.001,0.13,6.4e-05,0.194864,1500,0.1,17,6,1,3,0,0,5.8e-05,0.19486399999999998
2025-07-20 18:00:00,SEMB-0060,Fan,Bedroom,217.77,0.002,0.51,0.000255,1.534445,1500,0.38,18,6,1,3,0,0,0.0003,1.5344449999999998
2025-07-20 18:30:00,SEMB-0039,Refrigerator,Kitchen,219.08,0.004,0.82,0.00041,0.418134,1500,0.62,18,6,1,3,0,0,0.000414,0.418135
2025-07-20 19:00:00,SEMB-0042,Microwave,Kitchen,221.2,0.002,0.53,0.000263,0.602366,1702,0.45,19,6,1,3,0,0,0.000313,0.602365
2025-07-20 19:30:00,SEMB-0098,Water Heater,Bathroom,217.38,7.02,1525.99,0.762995,0.941493,1500,1144.49,19,6,1,3,1,0,0.779141,0.941494
2025-07-20 20:00:00,SEMB-0090,PC,Study,218.53,0.003,0.73,0.000363,1.158333,1500,0.54,20,6,1,3,0,0,0.000348,1.158332
2025-07-20 20:30:00,SEMB-0059,AC,Living Room,222.78,0.002,0.42,0.000212,0.454716,1500,0.32,20,6,1,3,0,0,0.000236,0.45471700000000004
2025-07-20 21:00:00,SEMB-0038,TV,Living Room,221.5,0.616,136.39,0.068195,0.916368,1702,116.07,21,6,1,3,1,0,0.080675,0.91637
2025-07-20 21:30:00,SEMB-0021,Water Heater,Bathroom,218.18,0.002,0.54,0.00027,0.380359,1702,0.46,21,6,1,3,0,0,0.000283,0.380358
2025-07-20 22:00:00,SEMB-0092,PC,Study,220.23,0.0,0.04,2.1e-05,0.837019,1500,0.03,22,6,1,3,0,0,2.4e-05,0.8370200000000001
2025-07-20 22:30:00,SEMB-0026,TV,Living Room,219.91,0.002,0.34,0.000172,0.807504,1702,0.29,22,6,1,3,0,0,0.000173,0.807503
2025-07-20 23:00:00,SEMB-0033,TV,Living Room,220.4,0.001,0.17,8.4e-05,0.081654,1500,0.13,23,6,1,3,0,0,8.7e-05,0.08165499999999999
2025-07-20 23:30:00,SEMB-0015,Washing Machine,Laundry,219.35,0.0,0.07,3.5e-05,0.09643,1500,0.05,23,6,1,3,0,0,3.9e-05,0.096429
2025-07-21 00:00:00,SEMB-0022,Water Heater,Bathroom,218.65,0.001,0.17,8.5e-05,0.194949,1702,0.14,0,0,0,3,0,0,8.9e-05,0.19494899999999998
2025-07-21 00:30:00,SEMB-0056,LED Lamp,Bedroom,221.84,0.001,0.17,8.4e-05,1.099578,1500,0.13,0,0,0,3,0,0,8.8e-05,1.099578
2025-07-21 01:00:00,SEMB-0018,Charger,Anywhere,218.78,0.001,0.16,8.1e-05,1.350584,1500,0.12,1,0,0,3,0,0,8e-05,1.350585
2025-07-21 01:30:00,SEMB-0008,Microwave,Kitchen,221.37,5.06,1120.07,0.560034,1.143773,1500,840.05,1,0,0,3,1,0,0.507287,1.143775
2025-07-21 02:00:00,SEMB-0014,AC,Living Room,219.27,3.876,849.9,0.42495,0.563014,1500,637.42,2,0,0,3,1,0,0.498867,0.563016
2025-07-21 02:30:00,SEMB-0075,Refrigerator,Kitchen,218.91,0.662,145.02,0.072508,0.719031,1500,108.76,2,0,0,3,1,0,0.076357,0.719031
2025-07-21 03:00:00,SEMB-0051,PC,Study,220.16,0.004,0.9,0.000449,2.132735,1702,0.76,3,0,0,3,0,0,0.0005,2.132737
2025-07-21 03:30:00,SEMB-0031,TV,Living Room,220.01,0.001,0.13,6.3e-05,0.590449,1500,0.09,3,0,0,3,0,0,6e-05,0.590449
2025-07-21 04:00:00,SEMB-0007,Fan,Bedroom,218.66,0.002,0.35,0.000175,0.112616,1500,0.26,4,0,0,3,0,0,0.000162,0.112615
2025-07-21 04:30:00,SEMB-0090,Microwave,Kitchen,220.54,0.003,0.56,0.000279,1.158611,1352,0.38,4,0,0,3,0,0,0.000326,1.158611
2025-07-21 05:00:00,SEMB-0094,Charger,Anywhere,221.38,0.021,4.55,0.002273,0.086623,1702,3.87,5,0,0,3,1,0,0.002578,0.08662299999999999
2025-07-21 05:30:00,SEMB-0012,AC,Living Room,218.53,0.002,0.49,0.000244,,1702,0.42,5,0,0,3,0,0,0.000247,1.591871
2025-07-21 06:00:00,SEMB-0079,LED Lamp,Bedroom,219.51,0.051,11.17,0.005583,1.32649,1500,8.37,6,0,0,3,1,0,0.006311,1.32649
2025-07-21 06:30:00,SEMB-0026,Microwave,Kitchen,217.74,4.735,1030.99,0.515494,1.322998,1500,773.24,6,0,0,3,1,0,0.539868,1.322997
2025-07-21 07:00:00,SEMB-0037,LED Lamp,Bedroom,223.65,0.002,0.49,0.000243,0.637949,1500,0.36,7,0,0,3,0,0,0.000234,0.6379509999999999
2025-07-21 07:30:00,SEMB-0028,Charger,Anywhere,221.92,0.001,0.16,7.8e-05,0.539675,1500,0.12,7,0,0,3,0,0,8.5e-05,0.539675
2025-07-21 08:00:00,SEMB-0077,Washing Machine,Laundry,222.51,0.003,0.6,0.000298,1.027446,1702,0.51,8,0,0,3,0,0,0.00035,1.027447
2025-07-21 08:30:00,SEMB-0044,AC,Living Room,212.84,0.003,0.6,0.000301,0.416663,1352,0.41,8,0,0,3,0,0,0.000342,0.41666400000000003
2025-07-21 09:00:00,SEMB-0075,Fan,Bedroom,222.96,0.001,0.13,6.4e-05,0.719095,1352,0.09,9,0,0,3,0,0,7.2e-05,0.719095
2025-07-21 09:30:00,SEMB-0067,Water Heater,Bathroom,219.2,0.004,0.82,0.000409,0.468026,1500,0.61,9,0,0,3,0,0,0.000454,0.468026
2025-07-21 10:00:00,SEMB-0100,Microwave,Kitchen,222.52,4.385,975.77,0.487886,0.955348,1500,731.83,10,0,0,3,1,0,0.516397,0.955347
2025-07-21 10:30:00,SEMB-0059,Fan,Bedroom,219.67,0.26,57.03,0.028515,0.483231,1702,48.53,10,0,0,3,1,0,0.032975,0.48323200000000005
2025-07-21 11:00:00,SEMB-0071,Fan,Bedroom,217.02,0.004,0.88,0.000442,0.396491,1352,0.6,11,0,0,3,0,0,0.000453,0.396492
2025-07-21 11:30:00,SEMB-0065,Water Heater,Bathroom,220.09,0.002,0.37,0.000185,0.545355,1702,0.31,11,0,0,3,0,0,0.000193,0.5453560000000001
2025-07-21 12:00:00,SEMB-0022,Fan,Bedroom,218.63,0.261,57.1,0.028548,0.223497,1500,42.82,12,0,0,3,1,0,0.031236,0.223497
2025-07-21 12:30:00,SEMB-0069,PC,Study,222.7,0.785,174.78,0.08739,0.280988,1352,118.15,12,0,0,3,1,0,0.101366,0.28098900000000004
2025-07-21 13:00:00,SEMB-0006,TV,Living Room,220.56,0.003,0.68,0.000339,0.216707,1500,0.51,13,0,0,3,0,0,0.000341,0.21670599999999998
2025-07-21 13:30:00,SEMB-0027,Refrigerator,Kitchen,220.34,0.681,149.94,0.074971,0.127727,1500,112.46,13,0,0,3,1,0,0.083343,0.127728
2025-07-21 14:00:00,SEMB-0011,Microwave,Kitchen,219.82,4.32,949.59,0.474795,1.503232,1500,712.19,14,0,0,3,1,0,0.530631,1.503233
2025-07-21 14:30:00,SEMB-0054,Fan,Bedroom,218.89,0.002,0.37,0.000184,0.66144,1500,0.28,14,0,0,3,0,0,0.000207,0.661438
2025-07-21 15:00:00,SEMB-0015,Charger,Anywhere,216.45,0.027,5.74,0.002872,0.099302,1500,4.31,15,0,0,3,1,0,0.002886,0.099301
2025-07-21 15:30:00,SEMB-0006,LED Lamp,Bedroom,220.85,0.046,10.18,0.005092,0.221799,1500,7.64,15,0,0,3,1,0,0.006037,0.22179799999999997
2025-07-21 16:00:00,SEMB-0086,AC,Living Room,222.21,0.002,0.46,0.000231,0.067113,1352,0.31,16,0,0,3,0,0,0.000263,0.067113
2025-07-21 16:30:00,SEMB-0077,TV,Living Room,217.86,0.002,0.41,0.000203,1.027648,1500,0.3,16,0,0,3,0,0,0.000183,1.02765
2025-07-21 17:00:00,SEMB-0099,PC,Study,219.18,0.003,0.71,0.000357,0.385728,1702,0.61,17,0,0,3,0,0,0.000412,0.385727
2025-07-21 17:30:00,SEMB-0086,LED Lamp,Bedroom,220.86,0.041,8.97,0.004487,0.0716,1352,6.07,17,0,0,3,1,0,0.004862,0.0716
2025-07-21 18:00:00,SEMB-0067,AC,Living Room,218.16,3.764,821.11,0.410554,0.878581,1500,615.83,18,0,0,3,1,0,0.486791,0.8785799999999999
2025-07-21 18:30:00,SEMB-0075,Charger,Anywhere,219.81,0.003,0.66,0.000328,0.719423,1500,0.49,18,0,0,3,0,0,0.000383,0.719423
2025-07-21 19:00:00,SEMB-0004,Microwave,Kitchen,221.21,0.001,0.22,0.000108,0.87263,1352,0.15,19,0,0,3,0,0,9.8e-05,0.872629
2025-07-21 19:30:00,SEMB-0024,Fan,Bedroom,223.49,0.003,0.78,0.000388,0.002266,1500,0.58,19,0,0,3,0,0,0.000451,0.002268
2025-07-21 20:00:00,SEMB-0019,LED Lamp,Bedroom,217.48,0.052,11.36,0.00568,0.815605,1500,8.52,20,0,0,3,1,0,0.005474,0.815604
2025-07-21 20:30:00,SEMB-0088,Refrigerator,Kitchen,214.16,0.003,0.73,0.000364,0.456732,1352,0.49,20,0,0,3,0,0,0.000348,0.45672999999999997
2025-07-21 21:00:00,SEMB-0044,Water Heater,Bathroom,217.03,0.003,0.74,0.000368,0.417031,1352,0.5,21,0,0,3,0,0,0.000422,0.417032
2025-07-21 21:30:00,SEMB-0020,TV,Living Room,219.93,0.564,124.03,0.062017,0.145064,1702,105.55,21,0,0,3,1,0,0.05592,0.145064
2025-07-21 22:00:00,SEMB-0035,TV,Living Room,222.94,0.495,110.41,0.055204,0.167024,1352,74.64,22,0,0,3,1,0,0.052154,0.167023
2025-07-21 22:30:00,SEMB-0010,Charger,Anywhere,215.17,0.002,0.5,0.000248,0.749058,1352,0.34,22,0,0,3,0,0,0.000274,0.7490559999999999
2025-07-21 23:00:00,SEMB-0028,TV,Living Room,222.46,0.0,0.1,5.2e-05,0.539727,1352,0.07,23,0,0,3,0,0,5.5e-05,0.539727
2025-07-21 23:30:00,SEMB-0030,Microwave,Kitchen,218.65,0.001,0.11,5.7e-05,1.849333,1352,0.08,23,0,0,3,0,0,5.1e-05,1.849334
2025-07-22 00:00:00,SEMB-0065,Charger,Anywhere,220.71,0.002,0.4,0.000201,0.545556,1352,0.27,0,1,0,3,0,0,0.000213,0.5455570000000001
2025-07-22 00:30:00,SEMB-0022,Refrigerator,Kitchen,220.99,0.611,134.93,0.067464,0.290961,1500,101.2,0,1,0,3,1,0,0.066334,0.290961
2025-07-22 01:00:00,SEMB-0089,PC,Study,222.12,0.79,175.55,0.087776,0.455292,1500,131.66,1,1,0,3,1,0,0.103961,0.45529
2025-07-22 01:30:00,SEMB-0034,Washing Machine,Laundry,219.03,2.534,555.01,0.277506,0.283832,1352,375.19,1,1,0,3,1,0,0.287219,0.283833
2025-07-22 02:00:00,SEMB-0062,Water Heater,Bathroom,216.52,6.334,1371.53,0.685767,1.364335,1500,1028.65,2,1,0,3,1,0,0.788697,1.3643360000000002
2025-07-22 02:30:00,SEMB-0082,LED Lamp,Bedroom,220.8,0.003,0.64,0.000321,0.001963,1500,0.48,2,1,0,3,0,0,0.00031,0.001962
2025-07-22 03:00:00,SEMB-0096,Water Heater,Bathroom,218.94,0.003,0.63,0.000314,0.007152,1500,0.47,3,1,0,3,0,0,0.000339,0.007153
2025-07-22 03:30:00,SEMB-0056,Refrigerator,Kitchen,219.35,0.776,170.18,0.085089,1.184667,1500,127.63,3,1,0,3,1,0,0.087329,1.184667
2025-07-22 04:00:00,SEMB-0063,PC,Study,217.86,0.005,0.99,0.000496,0.050404,1352,0.67,4,1,0,3,0,0,0.000483,0.050404000000000004
2025-07-22 04:30:00,SEMB-0036,TV,Living Room,220.42,0.003,0.74,0.000372,0.104515,1500,0.56,4,1,0,3,0,0,0.00036,0.10451500000000001
2025-07-22 05:00:00,SEMB-0012,Refrigerator,Kitchen,224.48,0.568,127.58,0.063791,,1352,86.25,5,1,0,3,1,0,0.065089,1.655662
2025-07-22 05:30:00,SEMB-0001,Microwave,Kitchen,218.62,0.003,0.64,0.000322,0.717654,1500,0.48,5,1,0,3,0,0,0.000376,0.717654
2025-07-22 06:00:00,SEMB-0007,Microwave,Kitchen,218.88,0.001,0.25,0.000127,0.112742,1500,0.19,6,1,0,3,0,0,0.000129,0.11274200000000001
2025-07-22 06:30:00,SEMB-0073,Washing Machine,Laundry,217.59,0.004,0.87,0.000433,0.006358,1500,0.65,6,1,0,3,0,0,0.000404,0.006359
2025-07-22 07:00:00,SEMB-0080,Washing Machine,Laundry,221.1,0.001,0.29,0.000147,1.105696,1500,0.22,7,1,0,3,0,0,0.000151,1.105697
2025-07-22 07:30:00,SEMB-0038,TV,Living Room,221.23,0.003,0.66,0.000332,0.9167,1702,0.56,7,1,0,3,0,0,0.000335,0.916702
2025-07-22 08:00:00,SEMB-0030,Fan,Bedroom,223.66,0.003,0.71,0.000355,1.849688,1702,0.6,8,1,0,3,0,0,0.000375,1.849689
2025-07-22 08:30:00,SEMB-0037,Microwave,Kitchen,218.43,0.004,0.81,0.000404,0.638353,1500,0.61,8,1,0,3,0,0,0.000469,0.638355
2025-07-22 09:00:00,SEMB-0002,Washing Machine,Laundry,219.77,0.001,0.12,6.2e-05,0.49081,1702,0.11,9,1,0,3,0,0,7.3e-05,0.49080999999999997
2025-07-22 09:30:00,SEMB-0033,TV,Living Room,219.58,0.003,0.72,0.000362,0.082017,1500,0.54,9,1,0,3,0,0,0.000357,0.08201699999999999
2025-07-22 10:00:00,SEMB-0051,Charger,Anywhere,217.25,0.004,0.82,0.000411,2.133146,1500,0.62,10,1,0,3,0,0,0.00048,2.133148
2025-07-22 10:30:00,SEMB-0014,Charger,Anywhere,220.69,0.004,0.92,0.000462,0.563477,1352,0.63,10,1,0,3,0,0,0.000477,0.563478
2025-07-22 11:00:00,SEMB-0082,Charger,Anywhere,221.03,0.001,0.3,0.000149,0.002112,1500,0.22,11,1,0,3,0,0,0.000171,0.002111
2025-07-22 11:30:00,SEMB-0097,PC,Study,220.3,0.004,0.97,0.000485,0.006494,1500,0.73,11,1,0,3,0,0,0.000544,0.006494000000000001
2025-07-22 12:00:00,SEMB-0053,Water Heater,Bathroom,222.35,0.003,0.59,0.000294,0.001723,1352,0.4,12,1,0,3,0,0,0.000271,0.001722
2025-07-22 12:30:00,SEMB-0089,Charger,Anywhere,219.77,0.024,5.22,0.00261,0.457902,1702,4.44,12,1,0,3,1,0,0.002798,0.4579
2025-07-22 13:00:00,SEMB-0045,Washing Machine,Laundry,219.62,0.0,0.09,4.3e-05,0.701816,1500,0.06,13,1,0,3,0,0,5.1e-05,0.701817
2025-07-22 13:30:00,SEMB-0025,Washing Machine,Laundry,220.08,0.002,0.54,0.000271,0.965587,1500,0.41,13,1,0,3,0,0,0.000309,0.965587
2025-07-22 14:00:00,SEMB-0063,Microwave,Kitchen,219.32,4.456,977.41,0.488704,0.539108,1500,733.06,14,1,0,3,1,0,0.504206,0.539108
2025-07-22 14:30:00,SEMB-0084,Microwave,Kitchen,221.67,0.002,0.41,0.000203,0.292254,1352,0.27,14,1,0,3,0,0,0.000211,0.292255
2025-07-22 15:00:00,SEMB-0052,Water Heater,Bathroom,220.7,0.003,0.55,0.000277,0.519699,1500,0.41,15,1,0,3,0,0,0.000297,0.5196999999999999
2025-07-22 15:30:00,SEMB-0062,LED Lamp,Bedroom,217.5,0.003,0.75,0.000376,1.364711,1500,0.56,15,1,0,3,0,0,0.000365,1.3647120000000001
2025-07-22 16:00:00,SEMB-0076,Charger,Anywhere,220.48,0.022,4.94,0.002469,0.335241,1500,3.7,16,1,0,3,1,0,0.002909,0.33524
2025-07-22 16:30:00,SEMB-0077,Microwave,Kitchen,217.51,0.003,0.67,0.000337,1.027985,1500,0.5,16,1,0,3,0,0,0.000321,1.027987
2025-07-22 17:00:00,SEMB-0024,Washing Machine,Laundry,217.6,2.038,443.39,0.221697,0.223963,1500,332.55,17,1,0,3,1,0,0.221101,0.223965
2025-07-22 17:30:00,SEMB-0080,Charger,Anywhere,223.23,0.004,0.99,0.000496,1.106192,1500,0.74,17,1,0,3,0,0,0.000584,1.106193
2025-07-22 18:00:00,SEMB-0003,PC,Study,222.44,0.001,0.32,0.000162,0.002115,1500,0.24,18,1,0,3,0,0,0.000159,0.002115
2025-07-22 18:30:00,SEMB-0036,Washing Machine,Laundry,222.0,0.004,0.84,0.000419,0.104933,1702,0.71,18,1,0,3,0,0,0.000438,0.104934
2025-07-22 19:00:00,SEMB-0050,Washing Machine,Laundry,220.15,0.004,0.9,0.000449,0.075889,1702,0.76,19,1,0,3,0,0,0.000405,0.075889
2025-07-22 19:30:00,SEMB-0055,TV,Living Room,218.24,0.002,0.41,0.000207,0.097264,1352,0.28,19,1,0,3,0,0,0.000196,0.097263
2025-07-22 20:00:00,SEMB-0070,Refrigerator,Kitchen,218.72,0.616,134.76,0.067379,0.15966,1500,101.07,20,1,0,3,1,0,0.068855,0.15966
2025-07-22 20:30:00,SEMB-0066,PC,Study,220.95,0.862,190.39,0.095195,0.866709,1702,162.02,20,1,0,3,1,0,0.112073,0.866711
2025-07-22 21:00:00,SEMB-0021,Fan,Bedroom,219.83,0.255,56.1,0.02805,0.40841,1352,37.92,21,1,0,3,1,0,0.025743,0.408408
2025-07-22 21:30:00,SEMB-0089,Charger,Anywhere,220.25,0.02,4.36,0.00218,0.460083,1500,3.27,21,1,0,3,1,0,0.00242,0.46008
2025-07-22 22:00:00,SEMB-0018,Refrigerator,Kitchen,218.04,0.788,171.9,0.085948,1.436533,1352,116.2,22,1,0,3,1,0,0.094027,1.436533
2025-07-22 22:30:00,SEMB-0080,AC,Living Room,218.62,0.004,0.78,0.000392,1.106584,1500,0.59,22,1,0,3,0,0,0.00039,1.106585
2025-07-22 23:00:00,SEMB-0052,Charger,Anywhere,217.59,0.002,0.36,0.000182,0.519881,1702,0.31,23,1,0,3,0,0,0.000167,0.519882
2025-07-22 23:30:00,SEMB-0044,Charger,Anywhere,219.94,0.001,0.22,0.000109,0.41714,1500,0.16,23,1,0,3,0,0,0.000104,0.417141
2025-07-23 00:00:00,SEMB-0026,Fan,Bedroom,223.01,0.001,0.29,0.000146,1.323144,1500,0.22,0,2,0,3,0,0,0.000137,1.323143
2025-07-23 00:30:00,SEMB-0016,Refrigerator,Kitchen,218.49,0.671,146.5,0.07325,0.159427,1352,99.03,0,2,0,3,1,0,0.078095,0.15942800000000001
2025-07-23 01:00:00,SEMB-0093,Charger,Anywhere,220.36,0.022,4.94,0.002469,1.213439,1352,3.34,1,2,0,3,1,0,0.002414,1.21344
2025-07-23 01:30:00,SEMB-0048,AC,Living Room,217.9,3.996,870.74,0.435369,1.1416,1702,741.0,1,2,0,3,1,0,0.48691,1.1415980000000001
2025-07-23 02:00:00,SEMB-0075,Microwave,Kitchen,219.88,4.002,879.88,0.439938,1.159361,1702,748.77,2,2,0,3,1,0,0.411555,1.159361
2025-07-23 02:30:00,SEMB-0024,TV,Living Room,215.85,0.001,0.13,6.6e-05,0.224029,1352,0.09,2,2,0,3,0,0,6.3e-05,0.224031
2025-07-23 03:00:00,SEMB-0044,Microwave,Kitchen,218.82,4.64,1015.33,0.507667,0.924806,1500,761.5,3,2,0,3,1,0,0.470829,0.924808
2025-07-23 03:30:00,SEMB-0012,Microwave,Kitchen,218.71,4.282,936.43,0.468216,,1500,702.32,3,2,0,3,1,0,0.433662,2.123878
2025-07-23 04:00:00,SEMB-0086,Refrigerator,Kitchen,218.9,0.003,0.61,0.000307,0.071907,1500,0.46,4,2,0,3,0,0,0.000278,0.071907
2025-07-23 04:30:00,SEMB-0093,TV,Living Room,217.79,0.003,0.74,0.000371,1.21381,1352,0.5,4,2,0,3,0,0,0.000402,1.213811
2025-07-23 05:00:00,SEMB-0100,Water Heater,Bathroom,221.15,0.001,0.12,6.2e-05,0.95541,1500,0.09,5,2,0,3,0,0,7e-05,0.955409
2025-07-23 05:30:00,SEMB-0013,Washing Machine,Laundry,217.36,2.348,510.34,0.255171,0.781412,1500,382.76,5,2,0,3,1,0,0.232047,0.7814099999999999
2025-07-23 06:00:00,SEMB-0051,AC,Living Room,222.06,3.49,775.09,0.387547,2.520693,1500,581.32,6,2,0,3,1,0,0.432296,2.520695
2025-07-23 06:30:00,SEMB-0060,TV,Living Room,217.36,0.003,0.63,0.000313,1.534758,1702,0.53,6,2,0,3,0,0,0.000374,1.5347579999999998
2025-07-23 07:00:00,SEMB-0072,Washing Machine,Laundry,215.99,0.0,0.0,1e-06,1.717589,1500,0.0,7,2,0,3,0,0,1e-06,1.717588
2025-07-23 07:30:00,SEMB-0029,PC,Study,218.88,0.002,0.43,0.000216,1.712532,1500,0.32,7,2,0,3,0,0,0.000234,1.712533
2025-07-23 08:00:00,SEMB-0017,LED Lamp,Bedroom,221.17,0.049,10.78,0.005391,0.08075,1500,8.09,8,2,0,3,1,0,0.005839,0.08075099999999999
2025-07-23 08:30:00,SEMB-0038,AC,Living Room,221.84,0.003,0.59,0.000296,0.916996,1500,0.44,8,2,0,3,0,0,0.000271,0.916998
2025-07-23 09:00:00,SEMB-0096,AC,Living Room,218.9,0.002,0.36,0.000181,0.007334,1500,0.27,9,2,0,3,0,0,0.000172,0.007333999999999999
2025-07-23 09:30:00,SEMB-0100,Microwave,Kitchen,220.45,0.004,0.88,0.000439,0.955849,1702,0.75,9,2,0,3,0,0,0.000478,0.955848
2025-07-23 10:00:00,SEMB-0007,PC,Study,221.56,0.001,0.2,0.000102,0.112845,1352,0.14,10,2,0,3,0,0,9.8e-05,0.11284400000000001
2025-07-23 10:30:00,SEMB-0009,Washing Machine,Laundry,228.14,2.353,536.73,0.268365,1.438093,1352,362.83,10,2,0,3,1,0,0.242646,1.438093
2025-07-23 11:00:00,SEMB-0073,AC,Living Room,221.22,0.001,0.21,0.000104,0.006463,1702,0.18,11,2,0,3,0,0,0.000111,0.006463
2025-07-23 11:30:00,SEMB-0047,Water Heater,Bathroom,221.68,0.003,0.58,0.00029,0.252781,1352,0.39,11,2,0,3,0,0,0.000346,0.252783
2025-07-23 12:00:00,SEMB-0073,LED Lamp,Bedroom,221.23,0.004,0.84,0.000418,0.00688,1500,0.63,12,2,0,3,0,0,0.00042,0.006881
2025-07-23 12:30:00,SEMB-0068,Microwave,Kitchen,216.21,0.003,0.62,0.00031,0.006499,1500,0.46,12,2,0,3,0,0,0.000311,0.0064990000000000004
2025-07-23 13:00:00,SEMB-0097,Refrigerator,Kitchen,218.45,0.584,127.61,0.063804,0.070298,1352,86.26,13,2,0,3,1,0,0.076034,0.070298
2025-07-23 13:30:00,SEMB-0092,Washing Machine,Laundry,218.79,0.004,0.88,0.00044,0.83746,1352,0.6,13,2,0,3,0,0,0.000497,0.8374600000000001
2025-07-23 14:00:00,SEMB-0036,LED Lamp,Bedroom,221.57,0.004,0.93,0.000465,0.105398,1352,0.63,14,2,0,3,0,0,0.000552,0.105399
2025-07-23 14:30:00,SEMB-0025,TV,Living Room,220.36,0.002,0.44,0.000218,0.965805,1352,0.29,14,2,0,3,0,0,0.000218,0.965805
2025-07-23 15:00:00,SEMB-0058,Charger,Anywhere,223.17,0.001,0.12,6.1e-05,0.641986,1500,0.09,15,2,0,3,0,0,7.2e-05,0.6419860000000001
